ciclo,target,s2_norm,s3_norm,s4_norm,s7_norm,s8_norm,s9_norm,s11_norm,s12_norm,s13_norm,s14_norm,s15_norm,s17_norm,s20_norm,s21_norm,s2_norm_mm,s3_norm_mm,s4_norm_mm,s7_norm_mm,s8_norm_mm,s9_norm_mm,s11_norm_mm,s12_norm_mm,s13_norm_mm,s14_norm_mm,s15_norm_mm,s17_norm_mm,s20_norm_mm,s21_norm_mm
11,0,0.7561990016114637,1.1958943367931896,0.6498047388241884,-0.34361608505150054,0.19694497756037277,-0.5457623367710019,0.010931988532195711,-0.35102545976179295,0.43928345315821843,-0.24482127886953736,0.6991205234864932,0.6666278947397393,-0.20347082563907387,-0.7772079829489305,0.5281290811342709,0.43977451233286813,0.18387300097905826,-0.4741002319048877,0.24499505136213115,-0.4955161992769283,0.3515974852462812,-0.37656046813383864,0.0951388524801706,-0.2920631470228287,0.5196089038175633,0.07374055777264121,-0.3473592734533559,-0.3321394253804989
12,0,0.5262125271807269,1.0409019290460966,0.6477320887447845,-0.41630920307568753,0.5172788029102846,-0.31475681618710866,0.5615024882721316,-0.5019141455966363,0.1191489408987229,-0.400949891912772,0.6687553738907321,0.07374055777264124,-0.4573916158995892,-0.21769725664619496,0.6067077932314521,0.48368902786121,0.3230514538095732,-0.48536766519863617,0.2449950513621312,-0.48006709589610574,0.3791260102332768,-0.3870066079224044,0.08713548967350124,-0.2789852152291732,0.6001658595097817,0.07374055777264121,-0.41507148418949236,-0.3351027860998835
13,0,-0.5087266077576981,-1.3158943887553312,0.9399757499376958,-0.45992507389019144,0.03677806488541685,-0.38396100167849273,0.3550385508696526,-0.23108829922637758,0.039115312835668756,-0.4666276110526961,0.7330580436228891,0.6666278947397393,0.1774103597516991,-0.34540399241012654,0.55496083648452,0.3077270590659752,0.3625354378218041,-0.48027914693694485,0.2049533231935743,-0.4720257644833767,0.3825670758566506,-0.37153084527267277,0.07112876406052646,-0.3043345103358214,0.6078464561722339,0.133029291469351,-0.25848699686217846,-0.34441620550366253
14,0,-0.010422579824471123,0.7066045790033683,0.5886615614823976,-0.6671004602590541,0.8376126282601964,-0.03647801396476894,0.3894492071034154,-0.335549697112079,0.27921619702847067,-0.40613497500277707,0.7187685614601911,0.6666278947397393,-0.37275135247940744,-0.37997653413626753,0.5032138797375878,0.4602882133582177,0.40813373956821175,-0.47737142221597645,0.2530033969960611,-0.461937548711043,0.36192068211640516,-0.35682887075543135,0.047118675640882325,-0.302894209477489,0.5774813065764983,0.2516067588627706,-0.2246308914941118,-0.3500607021120123
15,0,0.4687159085728792,-0.8372413648304623,0.11816999346263539,-0.590772686333662,0.5172788029102846,-0.6583409765492976,-0.26435326133776,-0.4129285103606929,0.19918256896541653,-0.048364241793005865,0.9866963520108185,0.07374055777264124,-0.37275135247940744,-0.09704614164271005,0.49938077183039065,0.35376892136732146,0.3263676939365817,-0.4882753899196004,0.2850367795310523,-0.45798998601752305,0.3963313383501509,-0.3456089428343799,0.023108587221602132,-0.30208764099682617,0.5865908514552202,0.19231802516606084,-0.16961472027100113,-0.33037552019039096
16,0,0.6795368434677395,1.2460389392996265,0.18864009616163777,-0.503540944704654,0.03677806488541685,-0.2704076550623578,0.010931988532195711,-0.4284042730104069,0.039115312835668756,-0.12325988642630134,0.3776071748257403,0.07374055777264124,0.05044996462144145,-0.286842340098477,0.503213879737566,0.39206116328130963,0.4003613017705284,-0.5347989854550685,0.29304512516498216,-0.46296099089084974,0.32751002588265943,-0.35257303602675555,0.07112876406052646,-0.2954046450141647,0.5292543042773885,0.1923180251660608,-0.17384673344200874,-0.3482967969219019
17,0,-0.5087266077576981,0.5014675687498382,0.6788218399355368,-0.5253488801119267,-0.12338884778953907,-0.5204199589854934,0.6991451132071095,-0.25430194320099253,-0.20098557136077266,-0.35025130169946517,1.5707789354111672,0.6666278947397393,0.26205062317185085,-0.6121064571546643,0.2540618657709307,0.35240134129896256,0.36574804544484596,-0.5209872930304763,0.29304512516498216,-0.4395680267810908,0.36192068211640516,-0.33748416744327125,0.08713548967350124,-0.3055443630568261,0.7201975096764641,0.3108954925594804,-0.12306257538990868,-0.3557757549279638
18,0,0.3345571318217431,-0.153451330652098,0.8850505228340696,-0.37269333226118356,0.5172788029102846,-0.3771380538131737,0.49268117580463044,-0.4361421543353079,-0.040918315231024883,-0.22004810410620326,-0.027856881540867375,0.07374055777264124,-0.9652331964205898,-0.6537346196412519,0.2655611894924784,0.2666996570152727,0.4857544850410787,-0.4828234060677884,0.3330868533339032,-0.42382651134889865,0.37224387898652667,-0.35992402328537854,0.07112876406052646,-0.27120759059418137,0.6587527363768563,0.3108954925594804,-0.16115069392898596,-0.31619372246190597
19,0,1.3119996481523204,0.05928334664785139,0.0331913402079706,-0.7616015136904725,0.11686152122107392,-0.24555263069572456,0.8367877381420873,-0.35876334108665,0.27921619702847067,-0.38424240195611825,0.5794461103738775,0.07374055777264124,-0.37275135247940744,-0.900681346256584,0.39013719647578526,0.18266945948179852,0.4810910223624682,-0.5249854145218061,0.3090618164324777,-0.3890782125775174,0.3688028133631528,-0.36379296394781135,0.103142215286476,-0.2720141590748494,0.6707201776881179,0.37018422625619024,-0.20770283881007842,-0.4266847435703637
20,0,0.48788144810897366,-0.34491254022203865,0.3316529516389993,-0.40177057947082534,0.5973622592459417,-0.3069591614838616,0.5615024882721316,-0.4051906290358359,0.43928345315821843,-0.544403857402667,0.25436039117245807,0.07374055777264124,-0.5843520110298168,-0.8209528316636446,0.3537226713575979,0.20986910750800405,0.5061700883229915,-0.5042678758849158,0.3250785076999733,-0.3659776605191281,0.365361747739779,-0.3715308452726772,0.15916575493170576,-0.31891035502215437,0.65607345847135,0.3108954925594804,-0.28387907588823,-0.5091649502598851
21,0,0.9478543969702296,0.26442035690134685,0.05184519092239369,-0.44175179438412404,0.3571118902353287,-0.546249690189966,0.32062789463591423,-0.4361421543353079,0.27921619702847067,-0.5397948946560074,0.9831239814701203,0.6666278947397393,-0.5843520110298168,-0.4279547553072346,0.3728882108934745,0.11672170951881974,0.44637413353281213,-0.5140814468181781,0.341095198967469,-0.3660263958610245,0.39633133835015083,-0.3800425147300287,0.14315902931873098,-0.34840771660080133,0.6844738042697127,0.3108954925594804,-0.3219671944273043,-0.4742396274957156
22,0,-0.5087266077576981,0.6139130410369484,-0.3347040488823703,-0.29636555833579137,0.5172788029102846,-0.012597696436063765,1.008841019310828,-0.37423910373636393,0.519317081224912,-0.6705742125926148,0.9170351264676617,0.07374055777264124,-0.6689922744499986,-0.85693649754187,0.26939429739963205,0.07402282071790493,0.34813051977009657,-0.5020870823441885,0.34109519896746887,-0.33581048388592,0.4410651914540205,-0.36727501054400147,0.1831758433513499,-0.3753701486687856,0.7093017795274056,0.3108954925594804,-0.3431272602823453,-0.5381635515852831
23,0,-0.12541581703973062,0.6017567737626774,-0.055932613205478446,-0.5435221596179528,0.43719534657098574,-0.23531820889774605,0.4582705195708921,-0.2194814772390921,0.43928345315821843,-0.5657203101059802,0.5026401437493558,-0.5191467791944568,0.13509022804159318,0.3672137043941335,0.3077253764714288,0.26578793696970576,0.2485396834557792,-0.5104467909169645,0.3811369271360258,-0.32094620460784534,0.4513883883241444,-0.3661143283452729,0.2231926573836049,-0.385279418574114,0.6862599895400523,0.19231802516606084,-0.3473592734533558,-0.46690178190485704
24,0,0.83286115975497,0.03345127868999102,0.03422766524766077,-0.40903989127323576,0.43719534657098574,-0.4015057247608429,0.3894492071034154,-0.47870050162206534,-0.20098557136077266,-0.5276963674460131,0.39189665698843834,-0.5191467791944568,0.21973049146177498,-0.770857924264526,0.39205375042937285,0.19847260693836807,0.19309629383230548,-0.48464073401838287,0.3410951989671048,-0.3574489756874527,0.4513883883241444,-0.3804294087962715,0.17517248054468054,-0.39743555781843765,0.653572799092877,0.0737405577726412,-0.2881110890592376,-0.5059899209176828
25,0,0.56454360625248,-0.5287760827455599,-0.23728949515142347,-0.16188328999107435,0.3571118902353287,-0.30208562729431,0.04534264476595851,-0.3084671124750355,-0.040918315231024883,-0.0996389523496059,0.42583417712486593,0.07374055777264124,-0.03419029879874035,-0.4399493105999764,0.4016365201973329,0.22931913514685828,0.15755034497089962,-0.4417517943841241,0.32507850769960916,-0.32182344076195396,0.4823579789345163,-0.3699832690077058,0.1511623921250364,-0.4025630288740977,0.5974865816042818,0.07374055777264121,-0.25425498369117094,-0.5402802378134095
26,0,0.04707403878337651,-0.10330672814569568,-0.004116361220922722,-0.736158922382036,0.3571118902353287,-0.180247272555964,0.7679664256746106,-0.4903073236093508,0.3592498250951643,-0.13881513569626405,1.0295647984989125,0.6666278947397393,-0.07651043050881622,-0.6375066918922572,0.33839023972889665,0.09438456840232609,0.13827469923264357,-0.4650135921518622,0.3571118902346003,-0.3128074025113146,0.5580614226487578,-0.3761735740676002,0.18317584335098597,-0.40411855380109396,0.662682343971599,0.133029291469351,-0.26695102320419667,-0.5753466729927876
27,0,-0.3937333705422207,-0.053162125639258796,0.6425504635463337,-0.17278725769469,0.5172788029102846,-0.23141938154612252,0.9400197068433268,-0.28138452783799206,0.3592498250951643,-0.2695944536328715,0.38296573063674016,0.6666278947397393,-0.16115069392899803,-1.1779672421418044,0.3498895634504444,0.03892159896341639,0.13464756159372326,-0.42975742991013854,0.4211786553045827,-0.28390734476737756,0.5821488820123795,-0.37888183253130014,0.23919938299657964,-0.3960528689944346,0.5439010234941563,0.133029291469351,-0.3092711549142816,-0.6319327514915015
28,0,0.6412057643959863,0.7613077817376221,-0.23418052003235298,-0.29636555833579137,0.03677806488541685,-0.10763161313192045,0.6991451132071095,-0.5715550775203933,0.3592498250951643,-0.024743307716362822,1.1921076580996224,1.2595152317068374,-0.37275135247940744,-0.36022079600703694,0.38055442670786876,0.1303975102023884,0.022724457307080996,-0.42212465251759934,0.37312858150209594,-0.2569567006992522,0.6027952757526275,-0.3924231248498087,0.27921619702919853,-0.37652238935545046,0.6658974774582053,0.2516067588627706,-0.2500229705201633,-0.6025813691280801
29,0,0.5070469876448502,0.6245497749019355,0.329580301559619,-0.5580607832228149,0.11686152122107392,-0.30598445464593355,0.3550385508696526,-0.37423910373636393,0.6793843373546599,-0.41074393774943657,0.6276731126729714,0.6666278947397393,-0.20347082563907387,-0.35739854770286833,0.30005916065712174,0.1869241530277968,0.05236335344224583,-0.4017705794708336,0.37312858150209594,-0.26299988309427313,0.5546203570253839,-0.3939707011147801,0.3192330110618175,-0.37917254293478236,0.6707201776881146,0.3108954925594804,-0.23309491783612996,-0.5482530892727084
30,0,0.008742959711623347,-0.2537405356649372,0.009355864295073077,-0.5689647509264306,-0.043305391453882,-0.4507284200751453,-0.02347866770154264,-0.45161791698502185,0.1191489408987229,-0.4245708259894151,0.7652093784889517,0.07374055777264124,-1.261474118391181,0.49844825053827585,0.2521453118173867,0.19604135348350699,0.02013364470785321,-0.41848999661639413,0.30906181643211356,-0.27737680895340144,0.49612224142801653,-0.3986134299096987,0.2872195598358679,-0.36718923979345713,0.721805076419764,0.31089549255948046,-0.30080712857226644,-0.41631298105251646
31,0,0.43038482950112605,0.6139130410369484,0.8373795710082745,-0.39813592356962013,0.43719534657098574,0.10680389120755077,0.4582705195708921,-0.24269512121370707,0.27921619702847067,-0.20506897517953368,0.7902159722736811,-0.5191467791944568,-0.880592933000408,-0.15278554565016594,0.20039835507047635,0.23099062189706715,0.09868708271644129,-0.41412840953494373,0.31707016206567923,-0.21207145081364978,0.5098865039215144,-0.37926872659753863,0.2872195598358679,-0.3337166478458098,0.7025142755001201,0.19231802516606078,-0.3304312207693255,-0.38879606008680956
32,0,1.0436820946498304,0.7992961169697536,0.7047299659278147,-0.32544280554547445,0.03677806488541685,-0.37080245936673006,0.07975330099969687,-0.47096262029716435,0.19918256896541653,-0.46489925002271193,0.5562257018594814,0.07374055777264124,-0.2881110890592256,-0.7214685789414746,0.35563922531122916,0.24952892949034763,0.20263048419745977,-0.417036134255912,0.26902008826319246,-0.24789192710671643,0.4169777320904012,-0.3889410782536186,0.2552061086099184,-0.3131491515888195,0.6664333330393021,0.1923180251660608,-0.2923431022302482,-0.37524926822677
33,0,0.967019936506324,0.5060261689776898,-0.020697561855965472,-0.40540523537203055,0.3571118902353287,-0.7260831017837895,0.18298526970093637,-0.29686029048775003,0.43928345315821843,-0.672302573622599,0.6884034118644617,-0.5191467791944568,-0.7959526695802562,-0.13302980752093538,0.4648828006658346,0.2399558690118489,0.20615398933241108,-0.4032244418313198,0.26101174262962673,-0.29696841639532073,0.3894492071034056,-0.3966789595784844,0.2552061086099184,-0.3238073779404814,0.6850096598508126,0.1923180251660608,-0.38544739199243316,-0.425273619418277
34,0,0.3920537504293729,-1.1122769119110851,0.34097987699623444,-0.5180795683095163,-0.043305391453882,-0.668088044928312,-0.05788932393528099,-0.5676861368579648,0.3592498250951643,-0.7587206251225432,0.8277258629507753,0.07374055777264124,-0.33043122076933157,-0.8287140145001335,0.4208020597332749,0.12538304995174127,0.23682921050726846,-0.41412840953494784,0.21296166882714,-0.3236266484120677,0.34471535399953596,-0.40557752310207434,0.3112296482555121,-0.3469098037081344,0.7285925804470463,0.2516067588627706,-0.4404635632155438,-0.43105922844183764
35,0,0.21956389460626574,-0.009095656769991954,0.5834799362839468,-0.4744636974950123,0.3571118902353287,-0.2372676225735135,0.7679664256746106,-0.2929913498253215,0.039115312835668756,-0.41016781740609104,0.9098903853862969,0.07374055777264124,-0.2881110890592256,-1.4411418965061562,0.3863040885686535,0.17735109254929807,0.31890615365080544,-0.44538645028534163,0.21296166882714002,-0.317144847939988,0.4169777320904012,-0.404029946837103,0.31923301106218144,-0.37796269021378287,0.7769982012731894,0.2516067588627706,-0.46585564224159237,-0.5311784870324556
36,0,0.02790849924749993,-0.4619166127370004,-0.49533443003451194,-0.41630920307568753,0.3571118902353287,-0.016496523787687293,0.49268117580463044,-0.16144736730262063,0.27921619702847067,-0.36234982890945944,0.4847782910459913,0.6666278947397393,-0.20347082563907387,-0.08222933804577459,0.3843875346150658,0.14149010409016757,0.26978434676944657,-0.41340147835470675,0.21296166882714002,-0.30076977306316033,0.38944920710340314,-0.37114395120642996,0.3112296482555121,-0.40031615953510247,0.7225195505278974,0.2516067588627706,-0.47855168175461815,-0.47565075164780735
37,0,-0.2595745937910846,-0.10786532837354729,0.0860439172322165,-0.49990628880344884,0.2770284338960298,-0.2860029644688519,-0.29876391757149834,-0.36650122241150696,0.19918256896541653,-0.311075118352807,0.8312982334914419,0.07374055777264124,-0.37275135247940744,-0.5733005429722703,0.39780341229017946,0.13601978381673877,0.21413369213803485,-0.44611338146558266,0.18893663192571453,-0.30622813135543325,0.26557084466192066,-0.37965562066378145,0.29522292264253724,-0.404464226007096,0.7673528008133675,0.19231802516606084,-0.4997117476096591,-0.41518408173085397
38,0,-0.4512299891498504,0.22339295485064778,0.40419570441738206,-0.3399814291502953,0.5172788029102846,-0.5121349508632823,0.18298526970093637,-0.3858459257236934,0.19918256896541653,-0.423418585302724,0.0632385672463523,0.6666278947397393,0.21973049146177498,-0.7461632516030003,0.2885598369355957,0.0822283011280413,0.27797131458300833,-0.45047496854703306,0.2369867057282013,-0.3466784651285695,0.21395486031130334,-0.3610847054841114,0.2792161970295625,-0.4443317537657321,0.6544658917280406,0.133029291469351,-0.44046356321554087,-0.45377832729045037
39,0,0.2578949736782368,0.6321474419483895,0.5814072862045664,-0.43811713848291883,0.11686152122107392,-0.3824989414216893,0.2862172384021759,-0.3897148663861219,0.3592498250951643,-0.274203416379531,0.4776335499646264,-0.5191467791944568,-0.7536325378701804,-1.0664884341268925,0.2636446355389344,0.0829880678326867,0.3031540130475031,-0.43848060407304346,0.2369867057282013,-0.35432991380614504,0.20707272906455568,-0.3626322817490873,0.24720274580361296,-0.43067770162874164,0.639461935457206,0.014451824075931385,-0.4954797344386515,-0.5246873159328527
40,0,0.2578949736782368,0.6291083751298217,0.46948418191793356,-0.42357851487809794,0.19694497756037277,0.03808705913513072,1.008841019310828,-0.5019141455966363,0.3592498250951643,-0.508108275772684,0.440123659287564,0.6666278947397393,-0.5843520110298168,-1.0968276033967805,0.2885598369355958,0.1712729589121626,0.34916684480978916,-0.4239419804682102,0.2610117426296268,-0.3054483658851174,0.3103046977657927,-0.36766190461024867,0.2712128342232571,-0.43903144660706844,0.6069533635370673,0.07374055777264119,-0.42776752370251503,-0.6842149013263584
41,0,-0.20207797518323695,0.890468121526855,0.9420484000170761,-0.5435221596179528,0.19694497756037277,-0.13687281826914122,0.4582705195708921,-0.5792929588452943,0.6793843373546599,-0.5945263272726282,0.7794988606516497,0.07374055777264124,-0.542031879319741,-0.0476567963196336,0.22531355646715942,0.19892846696115324,0.35963372771066926,-0.4384806040730435,0.23698670572856545,-0.3298160368327866,0.3103046977657927,-0.4013216883734074,0.311229648255876,-0.4779771818163779,0.6058816523748641,0.133029291469351,-0.3939114183344483,-0.6737020263933051
42,0,0.6028746853242332,0.594159106716258,0.1834584709631869,-0.1764219135958952,0.5172788029102846,-0.16367725631154187,0.802377081908349,-0.3162049937998925,0.27921619702847067,-0.4971619892493808,1.0902950976903711,1.2595152317068374,0.1774103597516991,-0.8752811115190162,0.18123281553459974,0.1784147659358037,0.30750657821420646,-0.4235785148780856,0.2850367795310523,-0.30910351652726786,0.38256707585665795,-0.3858459257236802,0.31923301106218144,-0.4812034557390448,0.6592885919579531,0.2516067588627706,-0.3473592734533558,-0.6890832796510593
43,0,-0.31707121239871433,-0.025810524272149096,1.5078818716884284,-0.576234062728841,0.6774457155852405,-0.03404124686994883,0.3894492071034154,-0.5057830862590649,0.1191489408987229,-0.33815277448947084,0.554439516589148,0.6666278947397393,-1.261474118391181,-0.679840416454887,0.05282370064409592,0.1252310966108198,0.46036452156864593,-0.44066139761376666,0.31707016206604344,-0.23989933103588373,0.40321346959690585,-0.40673820530081173,0.2872195598362319,-0.44778847582573195,0.6458922024304217,0.37018422625619024,-0.39391141833444837,-0.7437643405444545
44,0,-0.3554022914704675,0.594159106716258,0.29641790028950993,-0.31090418194061226,-0.043305391453882,-0.36690363201510656,0.802377081908349,-0.335549697112079,0.43928345315821843,-0.08005086067632923,0.8384429745728068,0.07374055777264124,-0.542031879319741,0.033482842425415216,-0.021921903545888126,0.29587469847355413,0.4559083238979734,-0.41994385897687625,0.31707016206604344,-0.20978088974456321,0.48924011018126884,-0.38352456132622315,0.29522292264253724,-0.37992149938111053,0.6469639135926248,0.37018422625619024,-0.4150714841894893,-0.6575446548518997
45,0,0.2578949736782368,-0.5454909502476825,0.3036721755673411,-0.3581547086563214,0.2770284338960298,-0.40053101792291484,0.14857461346719802,-0.26203982452584956,0.43928345315821843,-0.35831698650614546,1.5296966741934064,-0.5191467791944568,-0.24579095734914974,0.027838345817052877,-0.018088795638691018,0.24223516912578505,0.42792754782631287,-0.40831296009300705,0.30906181643211356,-0.22610722927950336,0.42730092896052757,-0.38042940879627596,0.33523973667479223,-0.37473641629111604,0.7089445424733358,0.3108954925594804,-0.41083947101848173,-0.5106466306195787
46,0,0.8711922388267233,-0.153451330652098,1.416685268195599,-0.5289835360131319,0.19694497756037277,-0.30257298071327404,0.11416395723343523,-0.25043300253856404,0.5993507092879662,-0.3081945166361317,-0.0564358458662634,0.6666278947397393,-0.6689922744499986,-0.32776494050902244,0.0662395783192313,0.2730816973342753,0.619129517649324,-0.41958039338675157,0.29304512516461795,-0.254714874972062,0.3894492071034081,-0.38932797231987026,0.3672531879007418,-0.36932088506378324,0.6548231287821104,0.3108954925594804,-0.45739161589957417,-0.5352001908659035
47,0,0.10457065739100625,1.4177462145488422,0.46948418191793356,-0.5980419981361137,0.2770284338960298,-0.013085049855027788,0.6991451132071095,-0.4554868576474504,0.519317081224912,-0.45856192624606823,0.03287341765062298,0.6666278947397393,-0.8382728012903321,-1.0107490301194366,0.10265410343744039,0.4256428516265142,0.6574735441178956,-0.42939396432001803,0.29304512516461795,-0.22742308351067958,0.48924011018126884,-0.3982265358434646,0.39926663912669136,-0.38406956585310936,0.5749806471980283,0.3701842262561902,-0.5039437607806666,-0.5789450395806202
48,0,0.4687159085728792,-0.5333346829734115,0.6290782380303614,-0.2709229670273135,0.2770284338960298,-0.020395351139310815,0.3550385508696526,-0.5638171961955363,0.3592498250951643,-0.3756005968060924,0.4472684003688971,-0.5191467791944568,-1.0498734598407715,-1.159622628164658,0.19464869320971334,0.3499700878441083,0.6799617974791936,-0.42248811810771986,0.26902008826319246,-0.17824912353828246,0.5064454382981405,-0.4160236628906489,0.4152733647396662,-0.3792877670034462,0.6133836305102829,0.2516067588627706,-0.6309041559109213,-0.6202909772367858
49,0,1.6953104388702878,0.9451713242611435,0.23838369806681314,-0.32907746144667965,0.3571118902353287,-0.004800041732816714,0.6991451132071095,-0.37423910373636393,0.5993507092879662,-0.3790573188661132,0.8366567893024736,0.6666278947397393,-0.4997117476096651,-0.2543864846004624,0.33839023972891846,0.3812724760753837,0.6456594386654183,-0.41158415040409596,0.29304512516461795,-0.1404792335693952,0.5477382257786338,-0.4144760866256731,0.43928345315894635,-0.38977315725210443,0.6492859544440677,0.37018422625619024,-0.6055120768848697,-0.5390807822841429
50,0,1.3694962667599502,-0.025810524272149096,0.6767491898561565,-0.1364406986825965,0.43719534657098574,0.08584769419254107,0.8367877381420873,-0.4903073236093508,0.1191489408987229,-0.19239432762624625,0.6401764095653362,0.6666278947397393,-0.9229130647105139,-0.5189722631168987,0.4495503690370898,0.31578058613518667,0.6663859394592405,-0.3828703687845458,0.31707016206567923,-0.13570317006365418,0.5305328976617598,-0.41331540442694453,0.41527336473930215,-0.3582017624374606,0.6692912294718448,0.37018422625619024,-0.6393681822529395,-0.4812952482561547
