ciclo,target,s2_norm,s3_norm,s4_norm,s7_norm,s8_norm,s9_norm,s11_norm,s12_norm,s13_norm,s14_norm,s15_norm,s17_norm,s20_norm,s21_norm,s2_norm_mm,s3_norm_mm,s4_norm_mm,s7_norm_mm,s8_norm_mm,s9_norm_mm,s11_norm_mm,s12_norm_mm,s13_norm_mm,s14_norm_mm,s15_norm_mm,s17_norm_mm,s20_norm_mm,s21_norm_mm,s2_norm_slope,s3_norm_slope,s4_norm_slope,s7_norm_slope,s8_norm_slope,s9_norm_slope,s11_norm_slope,s12_norm_slope,s13_norm_slope,s14_norm_slope,s15_norm_slope,s17_norm_slope,s20_norm_slope,s21_norm_slope
11,0,-0.12541581703973062,0.8388039856111688,-0.020697561855965472,-0.05647826885604039,-0.283555760464495,-0.35715656363609205,-0.1611212926365205,-0.0028208001429202724,0.1191489408987229,-0.569177032166001,0.22399524157672873,0.07374055777264124,0.05044996462144145,0.6910666972982364,-0.5873053198547702,-0.44945643878086916,-0.3746025629104891,-0.10845384824330806,-0.43571432750697775,-0.24677101424313466,-0.3572620331688658,-0.05118255842331167,-0.289022562231224,-0.24948785365052095,-0.12448950466611705,-0.5191467791944568,0.12239418852858244,0.22264403501274915,0.10349391349382071,0.11654821249218009,0.05979595479017712,0.017809813915922096,0.04004172816892107,0.013207277653632448,0.030969590610369403,0.010059245722322892,0.05602353964522975,-0.018090178780656878,0.037509890677087834,0.059288733696709804,0.021160065855043948,0.024694672661533218
12,0,-0.6620509240447107,-0.08051372700640304,-0.7233259387665383,-0.25638434342249267,0.19694497756037277,-0.1909690477729952,-0.5740491674414541,-0.02603444411749126,-0.2810191994238268,-0.36407818993944363,0.5990941483475754,-0.5191467791944568,-0.2881110890592256,-0.8957424117242889,-0.4493134351963281,-0.5333346829734149,-0.39429273866461884,-0.13026178365056004,-0.3796559080705611,-0.233417530563813,-0.3400567050519917,-0.04537914742966453,-0.31303265065050423,-0.26435175850851095,-0.06340196842057591,-0.5191467791944568,0.04621795145043085,0.08103772635075698,0.13799188465844212,-0.08387824419254575,-0.019690175754129756,-0.02180793540725197,0.056058419436416665,0.013353483679321657,0.017205328116874065,0.005803410993647146,-0.024010088419280193,-0.014863904857989987,0.06108753624554114,0.0,-0.0761762370781516,-0.14160630866199217
13,0,-0.43206444961397383,0.06232241346641913,-0.8259221176959596,-0.1873258812995522,0.11686152122107392,-0.36349215808244706,-0.4364065425064762,-0.26977770585070654,-0.3610528274905204,-0.4948575078760511,-0.21540633492630656,-1.1120341161615548,0.05044996462144145,0.39755287366399644,-0.524059039386312,-0.4687545130787917,-0.46237929377232445,-0.1411657513541881,-0.3316058342680743,-0.21392339380567763,-0.3400567050519917,-0.06278938041060596,-0.329039376263479,-0.272359831280841,-0.029643066811200658,-0.5784355128911666,0.08853808316051574,0.09931178412029151,-0.07474560418998404,0.0645801698946233,-0.06808655510770556,-0.010903967703628049,0.04805007380248678,0.019494136758135362,0.0,-0.017410232980941437,-0.016006725612974775,-0.008008072772330056,0.033758901609375246,-0.0592887336967098,0.04232013171008489,0.01827405776953453
14,0,-0.7578786217243115,0.30544775895204596,-0.3999925263829219,-0.16188328999107435,-0.2034723041288379,-0.40345513843661035,-1.0213876984801504,-0.29686029048775003,0.19918256896541653,-0.2891825453061482,0.33831109887831284,-0.5191467791944568,-0.03419029879874035,0.0038492352315693404,-0.49147762217530017,-0.39748839618331233,-0.5212425560267804,-0.13971188899370598,-0.307580797367013,-0.24287218689150225,-0.3985548206493591,-0.06665832107303886,-0.28101919942455467,-0.2972482301128233,0.05573658911093029,-0.5191467791944568,0.05044996462143845,0.14961836014221525,0.032581417211011966,0.07126611689547924,-0.05886326225445596,0.001453862360482086,0.0240250369010613,-0.028948793085824626,-0.058498115597367416,-0.0038689406624329015,0.04802017683892433,-0.024888398831982263,0.08537965592213095,0.0592887336967098,-0.0380881185390773,0.050306576021923746
15,0,-0.9686995566191718,-0.5682839513869751,-0.21138136915914563,-0.25638434342249267,-0.283555760464495,-0.45852607477839236,-0.02347866770154264,-0.22335041790152058,-0.5211200836202682,-0.2868780639328184,0.1596925718445718,-1.704921453128653,0.3043707548819267,0.3820305079910439,-0.550890794736583,-0.3532699739731103,-0.5055940479274447,-0.1535235814182982,-0.3155891430005787,-0.2907790279746195,-0.35382096754549197,-0.08948507098138458,-0.32103601345717364,-0.29891897910848864,0.09610437622055773,-0.6377242465878764,0.09700210950253092,0.2059222138105099,-0.05941317256128278,0.044218422210202134,0.015648508099335733,-0.013811692424592226,-0.008008345633565709,-0.04790684108311729,0.04473385310386719,-0.022826749908345732,-0.04001681403261892,-0.0016707489956653775,0.04036778710962744,-0.11857746739341961,0.04655214488109247,0.056303853668294636
16,0,-0.10625027750385403,-0.8083702300540342,0.0010652639775517016,-0.1546139781886639,-0.043305391453882,0.16918512883361583,-0.6428704799089552,0.028130725156551694,-0.44108645555357456,-0.28630194358952527,-0.08322862492132614,-1.1120341161615548,-0.24579095734914974,-0.012378692517450449,-0.5796391040404196,-0.3982481628879543,-0.42776603744663966,-0.15933903086023068,-0.25152237793059634,-0.223962874236106,-0.38823162377923764,-0.0740093083316574,-0.3210360134571736,-0.32179095673880864,0.15790638657423217,-0.6970129802845861,-0.004566206601672196,0.11730361705940666,-0.02874830930383666,-0.04497818891484407,0.07782801048080497,-0.00581544944193248,0.06406676506998236,0.06681615373851355,-0.03441065623374569,0.015475762649727184,0.0,-0.02287197763032004,0.06180201035367446,-0.0592887336967098,-0.10156831610420311,-0.08861859675110323
17,0,-0.9112029380113241,-0.4208892106863013,-0.42486432733550955,-0.001958430337879482,-0.2034723041288379,-0.5272429068508124,-0.711691792376432,-0.06085491007939172,-0.2810191994238268,0.21377051442350212,-0.1689655178975142,-0.5191467791944568,0.3043707548819267,1.2406995545363566,-0.5355583631078599,-0.32379102583297553,-0.3914946610574507,-0.14407347607515225,-0.21948899539560512,-0.269043065489294,-0.39855482064935915,-0.0740093083316574,-0.31303265065050423,-0.26901833328951025,0.1479037490603436,-0.6377242465878764,0.003897819740342978,0.2086033496994751,0.044080740932559724,0.07445713705497883,0.03627137638918901,0.015265554785078442,0.03203338253499118,-0.04508019125318802,-0.01032319687012151,0.0,0.008003362806669361,0.052772623449298436,-0.010002637513888609,0.0592887336967098,0.008464026342015174,0.09129973264006844
18,0,0.12373619692688284,0.5713661055769654,-0.7989776666639915,0.03075347277296748,-0.043305391453882,-0.0598709780745101,-0.5052278549739774,-0.13823372332800565,-0.5211200836202682,-0.17568683766959245,-0.22076489073730643,-0.5191467791944568,-0.16115069392899803,0.5563043407738583,-0.4608127589178759,-0.1529954706293128,-0.4278696699506087,-0.14661773520600002,-0.17944726722704823,-0.2594422031359155,-0.419201214389607,-0.08445544812022314,-0.3050292878441988,-0.24447560666353002,0.13415012247874553,-0.6970129802845861,0.04621795145042486,0.20345274654435483,0.07474560418998404,0.17079555520366269,-0.03637500889315802,-0.002544259130847785,0.04004172816855689,0.009600862353378474,-0.020646393740247904,-0.010446139788565739,0.008003362806305415,0.024542726625980178,-0.013753626581598028,-0.059288733696709804,0.04232013171008188,-0.005150603155120293
19,0,-0.16374689611148377,-0.8417999650583139,-0.4714989541216144,0.005310881464530954,-0.4437226731394509,-0.029655066099361284,-0.22994260510402165,-0.2929913498253215,-0.20098557136077266,-0.19297044796953938,0.16505112765557167,-0.5191467791944568,0.3466908865920326,0.5852323858916619,-0.47039552868581413,-0.13111418953560433,-0.3972980812797203,-0.11863088476669507,-0.1554222303256228,-0.22600975859571054,-0.4501708049999788,-0.1277875835394619,-0.28101919942491865,-0.2418254530841982,0.1295060407758663,-0.6377242465878764,0.020825872424376324,0.27379728552592353,-0.00958276976793829,0.02188128109370848,0.030571588670888356,0.02798685043930497,0.02402503690142548,0.03343244454020498,-0.03096959061037185,-0.04333213541923876,0.02401008841928019,0.002650153579331835,-0.004644081702879235,0.0592887336967098,-0.02539207902604853,0.0703445389815687
20,0,0.7370334620755872,-1.276386520113916,-0.5461143569793775,-0.31453883784181746,-0.4437226731394509,-0.2869776713067799,-0.22994260510402165,0.0010481405195082254,-0.44108645555357456,0.15327787837353068,-0.5279887572353613,-0.5191467791944568,-0.07651043050881622,0.7439838530015237,-0.32665398216660907,-0.2218303340699344,-0.44217095549834723,-0.13535030191225148,-0.16343057595918847,-0.2508160476204385,-0.4536118706233552,-0.12817447760570477,-0.27301583661824924,-0.22920841756520863,0.026979006258494576,-0.6970129802845862,0.02505788559538391,0.3692598344146507,0.1437415465192051,-0.09071614453433008,-0.04487287421862686,-0.016719417145556397,-0.008008345633565705,-0.02480628902472795,-0.00344106562337628,-0.00038689406624284973,0.008003362806669361,0.012617035518989553,-0.10252703451737173,-0.059288733696709804,0.004232013171007587,0.09546254888872721
21,0,0.08540511785512968,-1.0043900398518264,-0.6000032590433135,0.052561408180240105,-0.36363921680379385,-0.112017793902508,-0.5740491674414541,-0.327811815787178,-0.5211200836202682,-0.02071046531299646,-0.09037336600265929,-0.5191467791944568,0.3043707548819267,-0.4787552247823954,-0.305571888677123,-0.406149736616234,-0.500101525217082,-0.12444633420862343,-0.17143892159311838,-0.22630217064708008,-0.4949046581038486,-0.16067357917013053,-0.33704273907014837,-0.1743617608799082,-0.004457854499444226,-0.7563017139812961,0.05044996462143243,0.25227764220658755,0.02108209348948603,-0.18431940254629953,-0.0579305697187348,0.010903967703628049,-0.008008345633929886,0.024513876973358405,-0.04129278748049335,-0.03249910156442577,-0.0640269024518991,0.054846656685300456,-0.0314368607579388,-0.059288733696709804,0.025392079026048526,-0.11698219220806319
22,0,-0.18291243564736037,-0.8721906332440259,0.20211232167761,-0.22003778441039915,-0.7640564984930045,-0.22362172684287548,-0.6084598236752169,-0.056985969416963225,-0.3610528274905204,-0.18432864281956593,-0.12966944195008676,-1.704921453128653,-0.03419029879874035,0.33052447643984095,-0.257658039837388,-0.4853174272399962,-0.4075576991726672,-0.12081167830741406,-0.2675390691984561,-0.2295674385540681,-0.49834572372722485,-0.16376873170007772,-0.3450461018768177,-0.15638680616792042,-0.07733421352921044,-0.8748791813747158,0.07584204364748096,0.3749043310230005,0.047913848839735027,-0.07916769062376229,0.09254382604441483,0.003634655901209352,-0.09610014760533772,-0.0032652679069880286,-0.0034410656233762825,-0.0030951525299471967,-0.008003362806669361,0.01797495471198777,-0.07287635902976622,-0.11857746739341961,0.025392079026048526,0.12262668881641299
23,0,-1.1603549519779377,-0.20967406679567036,-0.8404306682516456,-0.17278725769469,-0.12338884778953907,-0.16806343708212942,-0.9181557297789109,-0.08406855405396271,-0.12095194329407902,-0.27996461981282916,-0.07787006911029455,-1.1120341161615548,0.3043707548819267,-0.7207630168654324,-0.33048709007378435,-0.5125170752662052,-0.4090085542282358,-0.11935781594692785,-0.29156410609951744,-0.21002456645403633,-0.5465206424544682,-0.14519781652040334,-0.3210360134571736,-0.13489751736159822,-0.06358058694760924,-0.8748791813747155,0.10123412267352949,0.26307274197005764,-0.07282905023639638,-0.02719964802620895,-0.0014508550555686005,0.0014538623604862188,-0.024025036901061298,0.019542872100031763,-0.04817491872724347,0.018570915179674383,0.02401008841964414,0.021489288806322192,0.013753626581601203,0.0,0.025392079026048526,-0.11183158905294288
24,0,-1.0261961752268016,0.774983582421177,-0.1709646926111818,-0.2273070962128096,-0.36363921680379385,-0.21095053795007684,-0.7805131048439331,-0.3316807564496065,-0.2810191994238268,-0.035689594239666035,-0.21183396438560825,0.07374055777264124,0.43133115001218436,0.4321254153901625,-0.35731884542403336,-0.4655634929192921,-0.38610577085106174,-0.1259001965691014,-0.307580797367013,-0.190774106405383,-0.5224331830908465,-0.14867986311658898,-0.36905619029609793,-0.10954822225495005,-0.11859509327400133,-0.8155904476780058,0.14778626755462196,0.30590035998591697,-0.02683175535024901,0.04695358234691311,0.022902783377174007,-0.006542380622173524,-0.016016691267495595,0.01925046004865335,0.024087459363621732,-0.003482046596185645,-0.04802017683892433,0.025349295106648212,-0.05501450632639211,0.059288733696709804,0.04655214488109247,0.04282761801585932
25,0,0.7945300806832168,-0.9785579718940006,-0.3792660255890949,-0.29273090243458616,-0.6839730421537057,0.15164040575126564,-0.6084598236752169,-0.1885299519396641,-0.2810191994238268,-0.13708677466627986,-0.4386794937184749,-0.5191467791944568,0.5582915451424421,0.5372541647206698,-0.18099588169379452,-0.5065908949699945,-0.40289423649405676,-0.1295348524703107,-0.3476225255359341,-0.1297574583524172,-0.580931298688214,-0.14519781652040337,-0.3450461018764538,-0.09456909332829617,-0.178432299830306,-0.6970129802845862,0.1731783465806735,0.3214227256588796,0.17632296373023887,-0.04102740205070256,-0.016788465642994927,-0.0036346559012093494,-0.04004172816892107,0.061016648052965805,-0.05849811559736743,0.0034820465961856477,0.024010088419644138,0.014979128926653854,-0.059837206556304666,0.11857746739341961,0.025392079026051534,0.01552236567296259
26,0,0.9286888574343529,-1.0986011112275302,-0.5243515311458603,-0.2818269347309705,-0.283555760464495,-0.6661386312525446,-0.26435326133776,-0.1885299519396641,-0.44108645555357456,-0.26210488916953667,0.9027456443049637,-0.5191467791944568,-0.03419029879874035,0.39049725290357484,-0.07750196819997382,-0.5356139830873443,-0.4554359160063979,-0.14225614812454138,-0.37164756243699537,-0.21328983436103321,-0.5430795768310944,-0.1668638842300249,-0.3450461018764538,-0.09214938788629731,-0.07983487290767703,-0.6377242465878764,0.19433841243571442,0.36171032020098204,0.10349391349382069,-0.029023088117349605,-0.0525416795123412,-0.012721295654230658,-0.024025036901061298,-0.08353237600861604,0.03785172185711952,-0.021666067709621577,0.0,0.0024197054419988597,0.09859742692262899,0.0592887336967098,0.02116006585504094,0.040287594542102526
27,0,-0.20207797518323695,0.07143961392212236,-0.8995011955140325,-0.1546139781886639,-0.4437226731394509,-0.5019005290652152,-0.8149237610776715,-0.18466101127719162,-0.681187339750016,-0.07774637930294707,-0.031429252081533944,-1.1120341161615548,0.09277009633151731,0.5316096681123326,-0.006589471917165096,-0.4863811006265018,-0.5028996028242502,-0.1575217029096198,-0.39567259933805665,-0.21075559658247353,-0.5534027737012185,-0.1792444943498049,-0.3850629159090727,-0.12130107725894221,-0.06608124632607901,-0.6970129802845862,0.1731783465806735,0.2908013315585797,0.07091249628280871,0.04923288246084236,-0.0474636868178523,-0.015265554785078442,-0.0240250369010613,0.0025342377785597227,-0.010323196870123952,-0.012380610119779988,-0.04001681403261892,-0.029151689372644916,0.013753626581598028,-0.0592887336967098,-0.02116006585504094,-0.0709089886424024
28,0,-0.3362367519345909,-0.8311632311933268,-0.944063172220757,0.3942190628938198,-0.5238061294787497,-0.5983965060179639,-0.29876391757149834,-0.2194814772390921,0.039115312835668756,-0.20334061414954946,-0.331508377498224,-0.5191467791944568,-0.07651043050881622,0.6614330901043906,-0.052586766803312465,-0.626634034303531,-0.5174081533799268,-0.12117514389753459,-0.44372267314054337,-0.2646081493768189,-0.5327563799609705,-0.18736926974091356,-0.329039376263479,-0.12406645490693793,-0.07715559500217076,-0.6970129802845862,0.18164237292269167,0.3013142064916329,-0.04599729488614738,-0.14025293367702923,-0.014508550555676547,0.036346559012085236,-0.04805007380248677,-0.05385255279434538,0.020646393740247904,-0.008124775391108643,0.05602353964559369,-0.002765377647995701,-0.011074348676091755,0.0,0.00846402634201818,0.010512874933053229
29,0,-1.0453617147626781,0.3388774939563257,-0.3170865232076374,-0.22367244031160438,-0.36363921680379385,-0.10422013919926094,-0.6084598236752169,-0.014427622130205766,-0.44108645555357456,-0.19873165140288995,0.3436696546893127,-1.704921453128653,0.6852519402726998,0.5005649367664023,-0.14074824866843189,-0.5085662884020671,-0.501966910288529,-0.14407347607514812,-0.43571432750697775,-0.27206465668680885,-0.5706081018180901,-0.15951289697140197,-0.3530494646827592,-0.124642575250273,-0.05929374229879665,-0.8155904476780058,0.21549847829075838,0.29284746157910696,-0.08816148186511943,0.11806774590146396,0.015441243091397699,-0.022898332177613535,0.008008345633565705,-0.007456507309989965,-0.037851721857119526,0.027856372769511573,-0.02401008841928019,-0.0005761203433350571,0.017861852703374103,-0.11857746739341961,0.03385610536806671,-0.00846674491252596
30,0,-0.872871858939571,1.1229567331475292,-0.480825879478826,0.02711881687176226,-0.4437226731394509,-0.1607531357978464,-0.12671063640278216,-0.23108829922637758,-0.3610528274905204,-0.23790783474954813,-0.0921595512730243,0.07374055777264124,0.939172730533215,0.4469422189870729,-0.30173878076994776,-0.2686319630759226,-0.4954380625384739,-0.10990771060379015,-0.43571432750697775,-0.2594422031359155,-0.560284904947966,-0.18272654094599056,-0.3450461018764538,-0.16376114656258087,-0.015710821702562962,-0.756301713981296,0.3170667943949615,0.2631432981776619,-0.16099053210151582,0.2399343253261445,0.00652884775005515,0.034165765471357974,0.0,0.012622453550893354,0.010323196870123948,-0.02321364397458858,0.008003362806305415,-0.03911857131230788,0.0435829205962337,0.059288733696709804,0.10156831610420311,-0.029704163401445077
31,0,-1.543665742695905,-0.5029440147876996,-0.32641344856484894,-0.1691526017934848,-0.283555760464495,-0.17829785888019659,-0.9181557297789109,-0.14984054531533514,-0.20098557136077266,-0.5985591696759947,0.4008275833401365,-0.5191467791944568,0.13509022804159318,0.13155597099550093,-0.46464586682505116,-0.2184873605695099,-0.4680790814906274,-0.13207911160116265,-0.42770598187304787,-0.2660702096336844,-0.5946955611817117,-0.16492941389880628,-0.31303265065050423,-0.22154601699888068,0.03340927323171662,-0.7563017139812961,0.30013874171092814,0.3241744177554515,-0.16290708605510346,0.050144602506412686,0.02735898104784646,-0.02217140099737249,0.008008345633929886,-0.006628006497768858,-0.03441065623374569,0.017797127047184287,0.03201345122594955,-0.05778487043629982,0.04912009493427958,0.0,-0.016928052684033353,0.06103111957778964
32,0,-0.04875365889622429,-0.8235655641469075,-1.0736038021821463,-0.2091338167067835,-0.6038895858144068,-0.2606605866833433,-0.711691792376432,-0.258170883863421,-0.3610528274905204,-0.36062146787947524,0.5312191080747519,-0.5191467791944568,0.13509022804159318,-0.001795261376792998,-0.4512299891499376,-0.21362485365979805,-0.5956506938766031,-0.13098871483080107,-0.41168929060518805,-0.2697740956177312,-0.6050187580518332,-0.18504790534345206,-0.31303265065050423,-0.23917529950487162,0.09949812823420048,-0.6377242465878765,0.31706679439496155,0.2909424439737881,0.013415877675113607,0.004862506909711839,-0.12757161238597564,0.0010903967703615653,0.016016691267859772,-0.003703885984046781,-0.01032319687012151,-0.02011849144464578,0.0,-0.017629282505990933,0.06608885500248388,0.11857746739341961,0.016928052684033353,-0.03323197378166339
33,0,-0.3362367519345909,-0.3996157429563271,-1.0684221769836955,-0.05647826885604039,-0.4437226731394509,-0.20364023666579384,-1.2622622921163678,-0.2078746552518066,-0.2810191994238268,-0.2805407401561747,0.10967938427511291,-1.1120341161615548,-0.2881110890592256,0.5372541647206698,-0.3688181691456029,-0.23261902127586373,-0.6184498447498081,-0.1193578159469361,-0.4437226731401792,-0.2733317755760976,-0.639429414285579,-0.19742851546323645,-0.329039376263479,-0.23923291153920617,0.11825307357274124,-0.6377242465878764,0.25781861000084627,0.41674416213239834,0.08241182000433468,-0.018994167616065677,-0.022799150873204988,0.011630898883864961,-0.03203338253499118,-0.0035576799583664416,-0.03441065623374569,-0.012380610119784387,-0.016006725612974778,-5.7612034334553196e-05,0.018754945338540746,0.0,-0.059248184394115236,0.12580171815861024
34,0,-0.5853887659012044,-0.30844373839919115,-0.38859295094632995,-0.23457640801526133,-0.283555760464495,-0.5598955859206927,0.4582705195708921,-0.1923988926020926,-0.12095194329407902,-0.4159290208394416,0.00965300913622681,0.07374055777264124,-0.880592933000408,-0.5020387732918368,-0.3247374282130432,-0.3409617533579006,-0.6402126705833229,-0.12008474712718128,-0.43571432750624933,-0.30822628037315913,-0.5155510518440963,-0.18350032907848507,-0.31303265065050423,-0.2772568541991837,0.14040177092492473,-0.6377242465878764,0.12662620169958708,0.3233277432641984,0.044080740932559724,-0.10834273208203682,-0.021762825833514816,-0.0007269311802451745,0.008008345633929886,-0.03489450479706158,0.12387836244148251,0.013928186384751387,0.016006725612974778,-0.03802394265997756,0.022148697352183506,0.0,-0.13119240830125922,-0.09341641886819993
