ciclo,target,s2_norm,s3_norm,s4_norm,s7_norm,s8_norm,s9_norm,s11_norm,s12_norm,s13_norm,s14_norm,s15_norm,s17_norm,s20_norm,s21_norm,s2_norm_mm,s3_norm_mm,s4_norm_mm,s7_norm_mm,s8_norm_mm,s9_norm_mm,s11_norm_mm,s12_norm_mm,s13_norm_mm,s14_norm_mm,s15_norm_mm,s17_norm_mm,s20_norm_mm,s21_norm_mm,s2_norm_slope,s3_norm_slope,s4_norm_slope,s7_norm_slope,s8_norm_slope,s9_norm_slope,s11_norm_slope,s12_norm_slope,s13_norm_slope,s14_norm_slope,s15_norm_slope,s17_norm_slope,s20_norm_slope,s21_norm_slope
11,0,-0.08708473796797746,0.37686582918845707,0.8653603470799327,-0.41994385897689274,0.3571118902353287,-0.6656512778335806,0.6991451132071095,-0.4864383829469223,0.5993507092879662,-0.9286761264057565,0.27758079968685423,0.6666278947397393,-0.5843520110298168,-0.6572624300214878,0.28089362112117977,0.1607881783880935,0.2605610539161923,-0.4323016890409946,0.2449950513621312,-0.8184853100173468,0.2930993696489187,-0.387393501988656,0.3272363738681229,-0.9049975802947735,0.31098246424215015,-0.04483690962077839,-0.3812153788214256,-0.4762857575162428,-0.13224222279767917,0.1435959071774572,0.04062394155589244,0.030167643980028098,0.0,0.016618751586309675,-0.006882131246750111,-0.027082584637025876,-0.008003362806669367,0.007143892257327466,-0.008037833716518821,0.059288733696709804,0.03385610536806971,0.012206223915556924
12,0,1.1970064109370608,-0.9284133693875638,-0.4756442542803751,-0.45992507389019144,0.11686152122107392,-1.0998831741210386,0.802377081908349,-0.49417626427177935,0.1191489408987229,-0.611233817229282,0.8116501955177441,0.6666278947397393,-0.6689922744499986,-0.9239648947660254,0.3115584843786259,0.052141539624199915,0.22884950770164472,-0.4221246525176118,0.2369867057282013,-0.8564501413538197,0.33439215712941206,-0.40286926463838324,0.23919938299657967,-0.8900184513681145,0.3606384147575329,0.13302929146935102,-0.427767523702518,-0.5411269123046676,0.030664863257446107,-0.1086466387638936,-0.03171154621454754,0.010177036523382876,-0.008008345633929884,-0.03796483133647287,0.04129278748049336,-0.015475762649727188,-0.08803699087154325,0.014979128926659101,0.04965595051538274,0.1778662010901294,-0.04655214488109248,-0.06484115478842481
13,0,-0.2595745937910846,0.7172413128683554,0.7420376673566844,-0.6053113099385241,0.2770284338960298,-0.7533748932451542,0.7335557694408478,-0.258170883863421,0.19918256896541653,-0.9257955246890812,0.44548221509856384,0.07374055777264124,-0.07651043050881622,-0.6699625473902717,0.2943094987963152,0.050014192851202496,0.3116518783729648,-0.4395710008434133,0.25300339699569685,-0.8625907944326334,0.37912601023327924,-0.4036430527708689,0.2231926573836049,-0.8753849946474574,0.370819670798458,0.133029291469351,-0.3812153788214256,-0.5354118594887136,-0.017248985582310715,-0.0021273467729974183,0.08280237067132015,-0.01744634832580157,0.01601669126749559,-0.006140653078813696,0.04473385310386719,-0.0007737881324856976,-0.016006725612974775,0.014633456720657013,0.010181256040925114,0.0,0.04655214488109247,0.0057150528159540135
14,0,0.43038482950112605,0.49083083488485113,-0.16163776725397025,-0.25638434342249267,0.19694497756037277,-0.8586432317390781,0.010931988532195711,-0.4206663916855499,0.1191489408987229,-0.8699118513857692,1.0456404659319438,0.07374055777264124,-0.2881110890592256,-0.6205732020671952,0.29047639088913985,0.18145383275437837,0.2501978035192811,-0.4137649439448315,0.21296166882714,-0.8650275615274005,0.35847961649303134,-0.39629206551224594,0.18317584335098597,-0.8560849631458012,0.4595930787342285,0.19231802516606084,-0.36428732613738923,-0.5442313854392606,-0.003833107907175315,0.13143963990317586,-0.061454074853683746,0.025806056898581835,-0.04004172816855689,-0.002436767094766923,-0.0206463937402479,0.007350987258622943,-0.04001681403261891,0.019300031501656302,0.08877340793577053,0.059288733696709804,0.01692805268403636,-0.008819525950547047
15,0,1.6761448993344112,0.5181824362519953,0.590734211561778,-0.31453883784181746,0.11686152122107392,-1.1300990860960987,0.5615024882721316,-0.26203982452584956,0.27921619702847067,-0.8964133871790876,0.015011564947226667,0.6666278947397393,-0.16115069392899803,-0.07164590690511713,0.36522199507914566,0.21549138112236815,0.2833602047893972,-0.39922632033999406,0.22097001446070572,-0.8634680305867419,0.42041879771377255,-0.37617357406760016,0.16716911773801119,-0.8865041172737801,0.46959571624811713,0.13302929146935102,-0.3685193393083998,-0.5244050911024284,0.07474560419000584,0.03403754836798983,0.03316240127011614,0.014538623604837398,0.008008345633565707,0.0015595309406582825,0.061939181220741255,0.02011849144464578,-0.016006725612974775,-0.03041915412797891,0.01000263751388861,-0.05928873369670982,-0.004232013171010594,0.019826294336832296
16,0,0.29622605274999,0.6002372403533935,-0.06111423840392931,-0.4308478266805084,0.5973622592459417,-0.7143866197289189,0.59591314450587,-0.3781080443987924,0.3592498250951643,-0.6285174275292814,0.5169296259120539,0.07374055777264124,0.1774103597516991,0.07652212906408717,0.4265517215940161,0.24937697614942964,0.2465706658803631,-0.4112206848139836,0.22897836009427142,-0.8488474280181405,0.4548294539475182,-0.37888183253130014,0.19117920615765532,-0.8808581379091143,0.5217523261419696,0.19231802516606084,-0.3008071285722634,-0.45490722661211286,0.06132972651487043,0.03388559502706144,-0.036789538909034095,-0.011994364473989615,0.008008345633565705,0.014620602568601527,0.03441065623374569,-0.002708258463699947,0.024010088419644138,0.005645979364665743,0.05215660989385251,0.059288733696709804,0.06771221073613642,0.06949786449031559
17,0,-0.3554022914704675,-0.4907877475134286,0.3824328785838649,-0.28546159063217574,0.19694497756037277,-0.9307715377442463,0.25180658216841306,-0.26590876518827805,-0.040918315231024883,-0.6636607684725732,0.2972288376605521,0.07374055777264124,-0.03419029879874035,-0.3708042271476944,0.27322740530687273,0.14817605109103046,0.285951017388625,-0.4068590977325333,0.244995051361767,-0.8838394034989949,0.42041879771377255,-0.3761735740675958,0.1511623921250364,-0.8381100084338081,0.48031282787013907,0.19231802516606084,-0.25425498369117094,-0.5018271046690266,-0.1533243162871434,-0.10120092505839917,0.03938035150826188,0.004361587081450391,0.01601669126749559,-0.034991975480854386,-0.03441065623374569,0.002708258463704344,-0.04001681403261892,0.042748129475306165,-0.04143949827183059,0.0,0.04655214488109247,-0.04691987805691387
18,0,1.8103036760855473,-0.13521692974069152,-0.3357403739220605,-0.20549916080557828,-0.043305391453882,-0.9614748031382704,-0.29876391757149834,-0.5908997808325798,0.3592498250951643,-0.9021745906124381,0.13289979278950909,0.07374055777264124,-0.7113124061600745,-0.10410176240313165,0.3939703043830041,0.14711237770452829,0.18273304343539204,-0.39232047412770005,0.24499505136176705,-0.8853501990977479,0.375684944609903,-0.41292851036070166,0.19117920615765532,-0.8360935872321408,0.4919230321273339,0.2516067588627707,-0.24579095734915274,-0.4506032979482456,0.12074289907613141,-0.0010636733865021647,-0.10321797395323302,0.014538623604833267,0.0,-0.0015107955987530008,-0.04473385310386964,-0.03675493629310592,0.04001681403261892,0.0020164212016674623,0.011610204257194914,0.059288733696709804,0.008464026342018172,0.051223806720781064
19,0,0.5453780667166034,0.06992008051283849,0.5565354852519787,-0.4671943856926019,0.11686152122107392,-0.91371416808086,0.8367877381420873,-0.47483156095959284,0.5993507092879662,-0.8549327224591521,0.2490018353614582,0.07374055777264124,0.05044996462144145,-0.5344946287898513,0.5147132034591355,0.10927599581332534,0.2576593438050598,-0.39268393971782056,0.244995051361767,-0.9117647544050216,0.4238598633371464,-0.42066639168556313,0.27121283422252923,-0.8202502777904843,0.4665592012885441,0.19231802516606086,-0.233094917836127,-0.41603075622209956,0.12074289907613141,-0.03783638189120296,0.07492630036966777,-0.0003634655901205264,0.0,-0.026414555307273758,0.04817491872724347,-0.00773788132486139,0.08003362806487388,0.01584330944165644,-0.025363830838789764,-0.059288733696709804,0.012696039513025767,0.034572541726146
20,0,0.1812328155345126,0.028892678462139398,0.2518559235827854,-0.245480375718877,0.5973622592459417,-0.9907160082754912,-0.3675852300389995,-0.4051906290358359,0.1191489408987229,-0.6953473873558965,0.27222224387582267,0.07374055777264124,-0.16115069392899803,-0.5733005429722703,0.5434615127629722,0.12477523658803465,0.23548198795566888,-0.369058676359966,0.25300339699533275,-0.9018714800002737,0.3825670758566506,-0.40364305277086004,0.2712128342225292,-0.7976663603318317,0.40636475767817287,0.2516067588627707,-0.24579095734915274,-0.4449588013398958,0.02874830930383666,0.015499240774709313,-0.022177355849390883,0.023625263357854576,0.008008345633565705,0.00989327440474802,-0.0412927874804958,0.01702333891470298,0.0,0.022583917458652514,-0.06019444361037134,0.059288733696709804,-0.012696039513025767,-0.028928045117796196
21,0,-0.06791919843210087,0.8175305178811946,0.6166423375540558,-0.42721317077930315,0.2770284338960298,-0.8284273197640178,-0.22994260510402165,-0.4864383829469223,0.19918256896541653,-0.7610251064958731,0.05073527035398757,0.6666278947397393,0.00812983291133551,-0.32776494050902244,0.5453780667165599,0.16884170545730842,0.2106101870030812,-0.369785607540207,0.24499505136140284,-0.9181490841933174,0.2896583040255375,-0.40364305277086004,0.23119602019027422,-0.7809012583408435,0.3836802047448862,0.2516067588627706,-0.18654277295503757,-0.41200905238864927,0.0019165539535876588,0.04406646886927375,-0.024871800952587685,-0.0007269311802410416,-0.008008345633929886,-0.016277604193043728,-0.09290877183111311,0.0,-0.04001681403225497,0.01676510199098834,-0.022684552933286667,0.0,0.059248184394115236,0.032949748951246534
22,0,0.9286888574343529,0.05776381323856752,-0.04764201288793351,-0.503540944704654,0.5172788029102846,-0.7338807564870365,0.59591314450587,-0.44774897632259336,0.27921619702847067,-0.9557537825424203,0.5437224049671167,0.6666278947397393,0.1774103597516991,-1.0333270165528359,0.518546311366289,0.2674594237199216,0.2534104111423254,-0.37414719462165325,0.2850367795303239,-0.8815488424299172,0.2690119102852896,-0.39900032397594154,0.247202745803249,-0.8153532548721574,0.35688742568982346,0.2516067588627706,-0.10190250953486776,-0.4229452645673303,-0.02683175535027079,0.09861771826261313,0.042800224139244156,-0.004361587081446261,0.04004172816892107,0.03660024176340021,-0.020646393740247904,0.004642728794918599,0.016006725612974775,-0.034451996531313825,-0.026792779055062742,0.0,0.08464026342016977,-0.010936212178681048
23,0,1.2928341086164439,0.19604135348350352,0.3907234789014098,-0.1873258812995522,0.5973622592459417,-0.8859350232005314,0.11416395723343523,-0.3935838070485504,-0.040918315231024883,-1.0801957767023316,-0.013567399378169361,0.07374055777264124,-0.8382728012903321,-0.9394872604390031,0.6737871816070419,0.21533942778143636,0.2182789922967979,-0.3323486517577561,0.3170701620653151,-0.894804855425455,0.20707272906454835,-0.41254161629445446,0.22319265738360486,-0.8307932800734822,0.3109824642421501,0.2516067588627706,-0.17807874661301934,-0.44989773587220344,0.15524087024075284,-0.05211999593848519,-0.035131418845527465,0.04179854286389719,0.03203338253499118,-0.013256012995537724,-0.061939181220741255,-0.013541292318512938,-0.02401008841964414,-0.015440025201325036,-0.04590496144767332,0.0,-0.07617623707815159,-0.02695247130487314
24,0,0.9095233178984764,-0.3357953397663354,0.329580301559619,-0.3218081496442279,0.8376126282601964,-0.7348554633249647,0.5270918320383933,-0.335549697112079,0.43928345315821843,-0.7644818285558415,0.182912980358968,0.6666278947397393,-0.41507148418948325,-0.9423095087431717,0.7217010304467769,0.1326768103163177,0.26740079917815684,-0.33889103237992957,0.38113692713529745,-0.8824260785840435,0.2586887134151681,-0.40402994683710736,0.25520610860955445,-0.8202502777904895,0.22470971568485254,0.31089549255948046,-0.1907747861260451,-0.4820713665398011,0.04791384883973503,-0.08266261746511865,0.04912180688135892,-0.0065423806221735215,0.06406676506998236,0.012378776841411343,0.05161598435061976,0.008511669457347094,0.03201345122594955,0.010543002282992774,-0.08627274855729758,0.059288733696709804,-0.012696039513025763,-0.03217363066759764
25,0,0.43038482950112605,0.09271308165209657,0.07878964195438529,-0.38723195586600445,0.19694497756037277,-0.8099078898437396,1.0776623317783047,-0.5676861368579648,0.3592498250951643,-0.7132071179992414,-0.19039974114157712,0.6666278947397393,-0.4997117476096651,-0.6600846783256564,0.5971250234634484,0.09012987485632781,0.21620634221741755,-0.3461603441823483,0.38914527276922734,-0.8504069589588077,0.3103046977657854,-0.43459457807031887,0.2632094714162238,-0.8019296508725049,0.20416858507597216,0.3108954925594804,-0.2246308914941118,-0.540915243681855,-0.12457600698332852,-0.042546935459989874,-0.051194456960739265,-0.007269311802418699,0.008008345633929884,0.0320191196252359,0.05161598435061732,-0.03056463123321152,0.008003362806669361,0.01832062691798462,-0.020541130608880378,0.0,-0.0338561053680667,-0.05884387714205393
26,0,2.1936144668035147,0.10942794915425372,-0.2642339461833915,-0.08192086016447692,0.19694497756037277,-0.7967493475320656,0.6303238007396083,-0.3007292311501785,0.1191489408987229,-0.6613562870992434,0.4633440678019284,-0.5191467791944568,-0.11883056221889209,-0.3708042271476944,0.7868638648688009,0.041048945736413836,0.19589437143947133,-0.31126764753074515,0.34910354460067045,-0.8586432317391223,0.3137457633891592,-0.4268566967454575,0.23919938299657964,-0.805213536829501,0.1988100292649596,0.2516067588627707,-0.25425498369117094,-0.5856478793030331,0.18973884140535247,-0.049080929119913984,-0.02031197077794622,0.03489269665160315,-0.04004172816855689,-0.008236272780314668,0.003441065623373829,0.00773788132486139,-0.024010088419644138,-0.003283885956996202,-0.005358555811012555,-0.059288733696709804,-0.02962409219705912,-0.04473263562117816
27,0,-1.102858333370308,0.3799048960070248,-0.1346933162220022,-0.28546159063217574,0.5172788029102846,-0.9112774009860399,0.49268117580463044,-0.34715651909936446,0.43928345315821843,-0.8866193413424754,0.040018158731956126,-1.1120341161615548,-1.1345137232609233,-0.44136043475208575,0.7121182606788168,0.12811821008845917,0.1441817519588846,-0.31126764753074515,0.3811369271356616,-0.8566938180633017,0.337833222752781,-0.4349814721365662,0.28721955983550396,-0.8275093941164913,0.1730889613721,0.13302929146935102,-0.36428732613738923,-0.5927035000634723,-0.07474560418998404,0.08706926435204534,-0.05171261948058671,0.0,0.03203338253499118,0.0019494136758206326,0.02408745936362174,-0.008124775391108641,0.04802017683892433,-0.02229585728699023,-0.025721067892859596,-0.11857746739341961,-0.11003234244621829,-0.007055620760439136
28,0,0.4112192899652495,1.0864879313246818,-0.21345401923852597,-0.4926369770010384,0.6774457155852405,-0.49410287436196815,0.6647344569733711,-0.4284042730104069,0.519317081224912,-0.9321328484657773,0.3526005810410109,-1.1120341161615548,-1.0921935915508474,-0.6191620779151109,0.572209822066787,0.2502886961949965,0.15641038742723806,-0.33998142915029117,0.45321203783957387,-0.8099566251856716,0.4341830602072679,-0.41873192135434883,0.30322628544847874,-0.8305052199018252,0.1950590401972502,0.01445182407593142,-0.40237544467646646,-0.6442095316146702,-0.13990843861202978,0.12217048610653733,0.012228635468353455,-0.028713781619546012,0.07207511070391225,0.04673719287763022,0.09634983745448694,0.016249550782217285,0.016006725612974775,-0.0029958257853339165,0.02197007882515018,-0.11857746739341961,-0.03808811853907729,-0.05150603155119793
29,0,0.2770605132141134,0.38750256305344416,0.1461507695342936,-0.44902110618653446,0.2770284338960298,-0.45998813503519576,0.4582705195708921,-0.24269512121370707,0.039115312835668756,-0.7863744016025003,0.8045054544363792,0.07374055777264124,-0.16115069392899803,-0.43148256568747045,0.5453780667165381,0.2820469444490571,0.11537191585546958,-0.33816410119968443,0.4692287291070695,-0.7645840218811051,0.3963313383501484,-0.39551827737976025,0.24720274580324902,-0.8236493878161602,0.2506094021047423,0.014451824075931421,-0.42353551053151045,-0.6339083253044322,-0.026831755350249,0.03175824825406057,-0.04103847157176851,0.0018173279506067453,0.01601669126749559,0.045372603304566425,-0.03785172185711952,0.023213643974588576,-0.05602353964522975,0.006855832085665181,0.055550361907492095,0.0,-0.021160065855043948,0.010301206310238087
30,0,-0.6620509240447107,0.2553031564456436,0.49539230791021144,-0.576234062728841,0.03677806488541685,-0.43951929143923874,0.8711983943758257,-0.02216550345506276,0.3592498250951643,-0.5034993130260246,0.44369602982823053,-0.5191467791944568,-0.07651043050881622,-0.31788707144440714,0.46104969275861574,0.30468799224740745,0.13972555428821218,-0.3712394699006808,0.41317030967101703,-0.7094643501974798,0.520209700791631,-0.35721576482168294,0.27121283422289316,-0.8044645803831729,0.2677567806999831,-0.04483690962077839,-0.41507148418949236,-0.6083669781516459,-0.08432837395792232,0.02264104779835042,0.024353638432742603,-0.03307536870099641,-0.05605841943605248,0.05511967168362525,0.12387836244148251,0.03830251255807732,0.024010088419644138,0.019184807432987193,0.017147378595240785,-0.059288733696709804,0.00846402634201818,0.025541347152786314
31,0,0.23872943414236023,0.3601509616862999,0.2798366996544436,-0.33634677324909007,0.43719534657098574,-0.8674155932802532,0.14857461346719802,-0.4206663916855499,0.3592498250951643,-0.8687596106991305,0.5937355925365756,0.07374055777264124,-0.37275135247940744,-0.4836941593147156,0.4917145560160619,0.258950036627918,0.10604499049825096,-0.3621528301476595,0.4291870009385126,-0.7133631775491034,0.5580614226487529,-0.3506385656955457,0.28721955983586794,-0.8152380308034985,0.32205681291824184,-0.10412564331748819,-0.4531596027285666,-0.6239599000322151,0.030664863257446107,-0.04573795561948947,-0.033680563789961225,0.009086639753021309,0.01601669126749559,-0.003898827351623535,0.03785172185712197,0.00657719912613724,0.016006725612974775,-0.010773450420325747,0.0543000322182588,-0.059288733696709804,-0.038088118539074296,-0.015592921880569316
32,0,0.7178679225397105,0.03345127868999102,0.510937183505564,-0.18005656949710044,-0.043305391453882,-0.5481991038658222,0.802377081908349,-0.2775155871755635,0.27921619702847067,-1.0064523727557273,0.5097848848307207,0.6666278947397393,0.1774103597516991,-0.16548566301894987,0.47063246252659763,0.2565187831730603,0.1619029101376007,-0.3298043926269042,0.3731285815020959,-0.6947950122869819,0.5787078163890008,-0.3336152267808427,0.2872195598358679,-0.8203078898248293,0.3186630609046023,-0.10412564331748819,-0.4531596027285666,-0.5371757646788266,-0.021082093489464236,-0.00243125345485765,0.05585791963934975,0.032348437520755356,-0.056058419436416665,0.01856816526212144,0.020646393740247904,0.017023338914702986,0.0,-0.005069859021330702,-0.003393752013639595,0.0,0.0,0.08678413535338861
33,0,0.3537226713576197,-0.328197672719916,0.4663752067988395,-0.35088539685391096,0.3571118902353287,-0.42246192177585257,0.7335557694408478,-0.5173899082463503,0.6793843373546599,-1.0099090948156957,-0.13681418303145162,0.6666278947397393,-0.20347082563907387,-0.7870858520135458,0.3767213188007152,0.20409488055271838,0.16946808292734367,-0.34616034418234004,0.3491035446010346,-0.648447702144514,0.640646997609742,-0.3459958369006227,0.35924982509443637,-0.8132792216361657,0.30633838253927403,-0.04483690962077839,-0.38967940516344074,-0.5219356238362808,-0.09391114372588241,-0.05242390262034195,0.007565172789742969,-0.01635595155543588,-0.024025036901061298,0.04634731014246789,0.061939181220741255,-0.012380610119779995,0.07203026525856847,0.007028668188663589,-0.012324678365328226,0.059288733696709804,0.06348019756512582,0.015240140842545736
34,0,-0.12541581703973062,1.5833753561609571,0.3751786033060337,-0.31453883784181746,-0.12338884778953907,-0.8011355283025645,0.25180658216841306,-0.5676861368579648,0.1191489408987229,-1.0646405274323165,0.44369602982823053,0.07374055777264124,-0.6689922744499986,-0.13161868336885105,0.2732274053068945,0.39601195014544766,0.17402791310198515,-0.345433413002099,0.2530033969960611,-0.655075708642274,0.613118472622744,-0.36920948087521127,0.3272363738684868,-0.8432950915238132,0.33241668748620035,-0.10412564331748819,-0.41507148418949225,-0.4408665412988487,-0.10349391349382071,0.19191706959272925,0.004559830174641471,0.0007269311802410416,-0.09610014760497355,-0.0066280064977599865,-0.02752852498699802,-0.023213643974588576,-0.03201345122594955,-0.030015869887647505,0.026078304946926256,-0.059288733696709804,-0.02539207902605154,0.08106908253743206
35,0,0.5262125271807269,-0.4345650113698562,0.6083517372365345,-0.5108102565071059,0.5172788029102846,-1.0165457394799637,0.04534264476595851,-0.3162049937998925,0.519317081224912,-0.6106576968859365,0.7812850459220148,0.07374055777264124,-0.11883056221889209,-0.9902877299141638,0.28281017507485456,0.3432841408432524,0.22698412263020007,-0.3577912430662092,0.2850367795310523,-0.6757394936058965,0.5098865039215095,-0.34406136656940406,0.34324309948146164,-0.8330401494124828,0.4295851661925595,-0.163414377014198,-0.376983365650415,-0.47388684645769946,0.00958276976796008,-0.05272780930219527,0.05295620952821491,-0.012357830064110143,0.03203338253499118,-0.020663784963622412,-0.1032319687012346,0.02514811430580723,0.016006725612974775,0.01025494211133049,0.09716847870635918,-0.059288733696709804,0.0380881185390773,-0.03302030515885074
