ciclo,target,s2_norm,s3_norm,s4_norm,s7_norm,s8_norm,s9_norm,s11_norm,s12_norm,s13_norm,s14_norm,s15_norm,s17_norm,s20_norm,s21_norm,s2_norm_mm,s3_norm_mm,s4_norm_mm,s7_norm_mm,s8_norm_mm,s9_norm_mm,s11_norm_mm,s12_norm_mm,s13_norm_mm,s14_norm_mm,s15_norm_mm,s17_norm_mm,s20_norm_mm,s21_norm_mm
11,0,-0.12541581703973062,0.8388039856111688,-0.020697561855965472,-0.05647826885604039,-0.283555760464495,-0.35715656363609205,-0.1611212926365205,-0.0028208001429202724,0.1191489408987229,-0.569177032166001,0.22399524157672873,0.07374055777264124,0.05044996462144145,0.6910666972982364,-0.5873053198547702,-0.44945643878086916,-0.3746025629104891,-0.10845384824330806,-0.43571432750697775,-0.24677101424313466,-0.3572620331688658,-0.05118255842331167,-0.289022562231224,-0.24948785365052095,-0.12448950466611705,-0.5191467791944568,0.12239418852858244,0.22264403501274915
12,0,-0.6620509240447107,-0.08051372700640304,-0.7233259387665383,-0.25638434342249267,0.19694497756037277,-0.1909690477729952,-0.5740491674414541,-0.02603444411749126,-0.2810191994238268,-0.36407818993944363,0.5990941483475754,-0.5191467791944568,-0.2881110890592256,-0.8957424117242889,-0.4493134351963281,-0.5333346829734149,-0.39429273866461884,-0.13026178365056004,-0.3796559080705611,-0.233417530563813,-0.3400567050519917,-0.04537914742966453,-0.31303265065050423,-0.26435175850851095,-0.06340196842057591,-0.5191467791944568,0.04621795145043085,0.08103772635075698
13,0,-0.43206444961397383,0.06232241346641913,-0.8259221176959596,-0.1873258812995522,0.11686152122107392,-0.36349215808244706,-0.4364065425064762,-0.26977770585070654,-0.3610528274905204,-0.4948575078760511,-0.21540633492630656,-1.1120341161615548,0.05044996462144145,0.39755287366399644,-0.524059039386312,-0.4687545130787917,-0.46237929377232445,-0.1411657513541881,-0.3316058342680743,-0.21392339380567763,-0.3400567050519917,-0.06278938041060596,-0.329039376263479,-0.272359831280841,-0.029643066811200658,-0.5784355128911666,0.08853808316051574,0.09931178412029151
14,0,-0.7578786217243115,0.30544775895204596,-0.3999925263829219,-0.16188328999107435,-0.2034723041288379,-0.40345513843661035,-1.0213876984801504,-0.29686029048775003,0.19918256896541653,-0.2891825453061482,0.33831109887831284,-0.5191467791944568,-0.03419029879874035,0.0038492352315693404,-0.49147762217530017,-0.39748839618331233,-0.5212425560267804,-0.13971188899370598,-0.307580797367013,-0.24287218689150225,-0.3985548206493591,-0.06665832107303886,-0.28101919942455467,-0.2972482301128233,0.05573658911093029,-0.5191467791944568,0.05044996462143845,0.14961836014221525
15,0,-0.9686995566191718,-0.5682839513869751,-0.21138136915914563,-0.25638434342249267,-0.283555760464495,-0.45852607477839236,-0.02347866770154264,-0.22335041790152058,-0.5211200836202682,-0.2868780639328184,0.1596925718445718,-1.704921453128653,0.3043707548819267,0.3820305079910439,-0.550890794736583,-0.3532699739731103,-0.5055940479274447,-0.1535235814182982,-0.3155891430005787,-0.2907790279746195,-0.35382096754549197,-0.08948507098138458,-0.32103601345717364,-0.29891897910848864,0.09610437622055773,-0.6377242465878764,0.09700210950253092,0.2059222138105099
16,0,-0.10625027750385403,-0.8083702300540342,0.0010652639775517016,-0.1546139781886639,-0.043305391453882,0.16918512883361583,-0.6428704799089552,0.028130725156551694,-0.44108645555357456,-0.28630194358952527,-0.08322862492132614,-1.1120341161615548,-0.24579095734914974,-0.012378692517450449,-0.5796391040404196,-0.3982481628879543,-0.42776603744663966,-0.15933903086023068,-0.25152237793059634,-0.223962874236106,-0.38823162377923764,-0.0740093083316574,-0.3210360134571736,-0.32179095673880864,0.15790638657423217,-0.6970129802845861,-0.004566206601672196,0.11730361705940666
17,0,-0.9112029380113241,-0.4208892106863013,-0.42486432733550955,-0.001958430337879482,-0.2034723041288379,-0.5272429068508124,-0.711691792376432,-0.06085491007939172,-0.2810191994238268,0.21377051442350212,-0.1689655178975142,-0.5191467791944568,0.3043707548819267,1.2406995545363566,-0.5355583631078599,-0.32379102583297553,-0.3914946610574507,-0.14407347607515225,-0.21948899539560512,-0.269043065489294,-0.39855482064935915,-0.0740093083316574,-0.31303265065050423,-0.26901833328951025,0.1479037490603436,-0.6377242465878764,0.003897819740342978,0.2086033496994751
18,0,0.12373619692688284,0.5713661055769654,-0.7989776666639915,0.03075347277296748,-0.043305391453882,-0.0598709780745101,-0.5052278549739774,-0.13823372332800565,-0.5211200836202682,-0.17568683766959245,-0.22076489073730643,-0.5191467791944568,-0.16115069392899803,0.5563043407738583,-0.4608127589178759,-0.1529954706293128,-0.4278696699506087,-0.14661773520600002,-0.17944726722704823,-0.2594422031359155,-0.419201214389607,-0.08445544812022314,-0.3050292878441988,-0.24447560666353002,0.13415012247874553,-0.6970129802845861,0.04621795145042486,0.20345274654435483
19,0,-0.16374689611148377,-0.8417999650583139,-0.4714989541216144,0.005310881464530954,-0.4437226731394509,-0.029655066099361284,-0.22994260510402165,-0.2929913498253215,-0.20098557136077266,-0.19297044796953938,0.16505112765557167,-0.5191467791944568,0.3466908865920326,0.5852323858916619,-0.47039552868581413,-0.13111418953560433,-0.3972980812797203,-0.11863088476669507,-0.1554222303256228,-0.22600975859571054,-0.4501708049999788,-0.1277875835394619,-0.28101919942491865,-0.2418254530841982,0.1295060407758663,-0.6377242465878764,0.020825872424376324,0.27379728552592353
20,0,0.7370334620755872,-1.276386520113916,-0.5461143569793775,-0.31453883784181746,-0.4437226731394509,-0.2869776713067799,-0.22994260510402165,0.0010481405195082254,-0.44108645555357456,0.15327787837353068,-0.5279887572353613,-0.5191467791944568,-0.07651043050881622,0.7439838530015237,-0.32665398216660907,-0.2218303340699344,-0.44217095549834723,-0.13535030191225148,-0.16343057595918847,-0.2508160476204385,-0.4536118706233552,-0.12817447760570477,-0.27301583661824924,-0.22920841756520863,0.026979006258494576,-0.6970129802845862,0.02505788559538391,0.3692598344146507
21,0,0.08540511785512968,-1.0043900398518264,-0.6000032590433135,0.052561408180240105,-0.36363921680379385,-0.112017793902508,-0.5740491674414541,-0.327811815787178,-0.5211200836202682,-0.02071046531299646,-0.09037336600265929,-0.5191467791944568,0.3043707548819267,-0.4787552247823954,-0.305571888677123,-0.406149736616234,-0.500101525217082,-0.12444633420862343,-0.17143892159311838,-0.22630217064708008,-0.4949046581038486,-0.16067357917013053,-0.33704273907014837,-0.1743617608799082,-0.004457854499444226,-0.7563017139812961,0.05044996462143243,0.25227764220658755
22,0,-0.18291243564736037,-0.8721906332440259,0.20211232167761,-0.22003778441039915,-0.7640564984930045,-0.22362172684287548,-0.6084598236752169,-0.056985969416963225,-0.3610528274905204,-0.18432864281956593,-0.12966944195008676,-1.704921453128653,-0.03419029879874035,0.33052447643984095,-0.257658039837388,-0.4853174272399962,-0.4075576991726672,-0.12081167830741406,-0.2675390691984561,-0.2295674385540681,-0.49834572372722485,-0.16376873170007772,-0.3450461018768177,-0.15638680616792042,-0.07733421352921044,-0.8748791813747158,0.07584204364748096,0.3749043310230005
23,0,-1.1603549519779377,-0.20967406679567036,-0.8404306682516456,-0.17278725769469,-0.12338884778953907,-0.16806343708212942,-0.9181557297789109,-0.08406855405396271,-0.12095194329407902,-0.27996461981282916,-0.07787006911029455,-1.1120341161615548,0.3043707548819267,-0.7207630168654324,-0.33048709007378435,-0.5125170752662052,-0.4090085542282358,-0.11935781594692785,-0.29156410609951744,-0.21002456645403633,-0.5465206424544682,-0.14519781652040334,-0.3210360134571736,-0.13489751736159822,-0.06358058694760924,-0.8748791813747155,0.10123412267352949,0.26307274197005764
24,0,-1.0261961752268016,0.774983582421177,-0.1709646926111818,-0.2273070962128096,-0.36363921680379385,-0.21095053795007684,-0.7805131048439331,-0.3316807564496065,-0.2810191994238268,-0.035689594239666035,-0.21183396438560825,0.07374055777264124,0.43133115001218436,0.4321254153901625,-0.35731884542403336,-0.4655634929192921,-0.38610577085106174,-0.1259001965691014,-0.307580797367013,-0.190774106405383,-0.5224331830908465,-0.14867986311658898,-0.36905619029609793,-0.10954822225495005,-0.11859509327400133,-0.8155904476780058,0.14778626755462196,0.30590035998591697
25,0,0.7945300806832168,-0.9785579718940006,-0.3792660255890949,-0.29273090243458616,-0.6839730421537057,0.15164040575126564,-0.6084598236752169,-0.1885299519396641,-0.2810191994238268,-0.13708677466627986,-0.4386794937184749,-0.5191467791944568,0.5582915451424421,0.5372541647206698,-0.18099588169379452,-0.5065908949699945,-0.40289423649405676,-0.1295348524703107,-0.3476225255359341,-0.1297574583524172,-0.580931298688214,-0.14519781652040337,-0.3450461018764538,-0.09456909332829617,-0.178432299830306,-0.6970129802845862,0.1731783465806735,0.3214227256588796
26,0,0.9286888574343529,-1.0986011112275302,-0.5243515311458603,-0.2818269347309705,-0.283555760464495,-0.6661386312525446,-0.26435326133776,-0.1885299519396641,-0.44108645555357456,-0.26210488916953667,0.9027456443049637,-0.5191467791944568,-0.03419029879874035,0.39049725290357484,-0.07750196819997382,-0.5356139830873443,-0.4554359160063979,-0.14225614812454138,-0.37164756243699537,-0.21328983436103321,-0.5430795768310944,-0.1668638842300249,-0.3450461018764538,-0.09214938788629731,-0.07983487290767703,-0.6377242465878764,0.19433841243571442,0.36171032020098204
27,0,-0.20207797518323695,0.07143961392212236,-0.8995011955140325,-0.1546139781886639,-0.4437226731394509,-0.5019005290652152,-0.8149237610776715,-0.18466101127719162,-0.681187339750016,-0.07774637930294707,-0.031429252081533944,-1.1120341161615548,0.09277009633151731,0.5316096681123326,-0.006589471917165096,-0.4863811006265018,-0.5028996028242502,-0.1575217029096198,-0.39567259933805665,-0.21075559658247353,-0.5534027737012185,-0.1792444943498049,-0.3850629159090727,-0.12130107725894221,-0.06608124632607901,-0.6970129802845862,0.1731783465806735,0.2908013315585797
28,0,-0.3362367519345909,-0.8311632311933268,-0.944063172220757,0.3942190628938198,-0.5238061294787497,-0.5983965060179639,-0.29876391757149834,-0.2194814772390921,0.039115312835668756,-0.20334061414954946,-0.331508377498224,-0.5191467791944568,-0.07651043050881622,0.6614330901043906,-0.052586766803312465,-0.626634034303531,-0.5174081533799268,-0.12117514389753459,-0.44372267314054337,-0.2646081493768189,-0.5327563799609705,-0.18736926974091356,-0.329039376263479,-0.12406645490693793,-0.07715559500217076,-0.6970129802845862,0.18164237292269167,0.3013142064916329
29,0,-1.0453617147626781,0.3388774939563257,-0.3170865232076374,-0.22367244031160438,-0.36363921680379385,-0.10422013919926094,-0.6084598236752169,-0.014427622130205766,-0.44108645555357456,-0.19873165140288995,0.3436696546893127,-1.704921453128653,0.6852519402726998,0.5005649367664023,-0.14074824866843189,-0.5085662884020671,-0.501966910288529,-0.14407347607514812,-0.43571432750697775,-0.27206465668680885,-0.5706081018180901,-0.15951289697140197,-0.3530494646827592,-0.124642575250273,-0.05929374229879665,-0.8155904476780058,0.21549847829075838,0.29284746157910696
30,0,-0.872871858939571,1.1229567331475292,-0.480825879478826,0.02711881687176226,-0.4437226731394509,-0.1607531357978464,-0.12671063640278216,-0.23108829922637758,-0.3610528274905204,-0.23790783474954813,-0.0921595512730243,0.07374055777264124,0.939172730533215,0.4469422189870729,-0.30173878076994776,-0.2686319630759226,-0.4954380625384739,-0.10990771060379015,-0.43571432750697775,-0.2594422031359155,-0.560284904947966,-0.18272654094599056,-0.3450461018764538,-0.16376114656258087,-0.015710821702562962,-0.756301713981296,0.3170667943949615,0.2631432981776619
31,0,-1.543665742695905,-0.5029440147876996,-0.32641344856484894,-0.1691526017934848,-0.283555760464495,-0.17829785888019659,-0.9181557297789109,-0.14984054531533514,-0.20098557136077266,-0.5985591696759947,0.4008275833401365,-0.5191467791944568,0.13509022804159318,0.13155597099550093,-0.46464586682505116,-0.2184873605695099,-0.4680790814906274,-0.13207911160116265,-0.42770598187304787,-0.2660702096336844,-0.5946955611817117,-0.16492941389880628,-0.31303265065050423,-0.22154601699888068,0.03340927323171662,-0.7563017139812961,0.30013874171092814,0.3241744177554515
32,0,-0.04875365889622429,-0.8235655641469075,-1.0736038021821463,-0.2091338167067835,-0.6038895858144068,-0.2606605866833433,-0.711691792376432,-0.258170883863421,-0.3610528274905204,-0.36062146787947524,0.5312191080747519,-0.5191467791944568,0.13509022804159318,-0.001795261376792998,-0.4512299891499376,-0.21362485365979805,-0.5956506938766031,-0.13098871483080107,-0.41168929060518805,-0.2697740956177312,-0.6050187580518332,-0.18504790534345206,-0.31303265065050423,-0.23917529950487162,0.09949812823420048,-0.6377242465878765,0.31706679439496155,0.2909424439737881
33,0,-0.3362367519345909,-0.3996157429563271,-1.0684221769836955,-0.05647826885604039,-0.4437226731394509,-0.20364023666579384,-1.2622622921163678,-0.2078746552518066,-0.2810191994238268,-0.2805407401561747,0.10967938427511291,-1.1120341161615548,-0.2881110890592256,0.5372541647206698,-0.3688181691456029,-0.23261902127586373,-0.6184498447498081,-0.1193578159469361,-0.4437226731401792,-0.2733317755760976,-0.639429414285579,-0.19742851546323645,-0.329039376263479,-0.23923291153920617,0.11825307357274124,-0.6377242465878764,0.25781861000084627,0.41674416213239834
34,0,-0.5853887659012044,-0.30844373839919115,-0.38859295094632995,-0.23457640801526133,-0.283555760464495,-0.5598955859206927,0.4582705195708921,-0.1923988926020926,-0.12095194329407902,-0.4159290208394416,0.00965300913622681,0.07374055777264124,-0.880592933000408,-0.5020387732918368,-0.3247374282130432,-0.3409617533579006,-0.6402126705833229,-0.12008474712718128,-0.43571432750624933,-0.30822628037315913,-0.5155510518440963,-0.18350032907848507,-0.31303265065050423,-0.2772568541991837,0.14040177092492473,-0.6377242465878764,0.12662620169958708,0.3233277432641984
35,0,-0.12541581703973062,-0.171685731563539,-0.00826166137968341,-0.1473446663862535,-0.283555760464495,0.0029976129705189865,-0.9525663860126493,-0.018296562792634263,-0.12095194329407902,-0.3548602644461246,-0.09037336600265929,-0.5191467791944568,0.43133115001218436,0.3897916908275327,-0.4167320179853379,-0.2602745293248544,-0.6031122341623817,-0.10554612352234802,-0.3956725993373283,-0.32309055965123384,-0.5499617080778396,-0.1664769901637821,-0.29702592503752945,-0.29903420317716817,0.17523238369650632,-0.6377242465878764,0.1139301621865613,0.30858149587488465
36,0,0.7561990016114637,-0.7886162957333439,-0.6580374612660104,-0.4526557620877397,-0.6839730421537057,-0.3556945033792,-0.8149237610776715,0.024261784494123195,-0.2810191994238268,-0.25519144504954744,-0.7441171749461648,-1.1120341161615548,0.00812983291133551,0.7101168733513998,-0.4339810035676268,-0.22927604777543578,-0.6164808271743968,-0.12262900625802495,-0.43571432750624933,-0.2920461468638994,-0.6050187580518308,-0.14519781652040334,-0.28101919942455467,-0.29834285876516925,0.010546101771393446,-0.6970129802845862,0.11816217535756887,0.3405434579196672
37,0,-0.5662232263653277,-0.34795160704060635,-0.2818514718581244,0.08163865538988185,-0.5238061294787497,-0.3259659448230152,-0.22994260510402165,-0.04151020676720525,-0.6011537116833223,-0.24770188058621265,-0.6155118354818827,0.07374055777264124,0.00812983291133551,-0.0476567963196336,-0.470395528685836,-0.27121516987170863,-0.554715854808806,-0.09900374290017036,-0.4437226731401792,-0.2744526884396794,-0.5465206424544657,-0.1308827360694047,-0.2730158366178853,-0.31533840889349585,-0.047862156568641435,-0.5784355128911667,0.10969814901555068,0.28261681147647055
38,0,-0.8153752403319412,-0.5728425516148268,-1.3720654136131751,-0.19459519310196263,-0.4437226731394509,-0.3108579888354851,-0.47081719874021455,-0.2194814772390921,-0.8412545958797637,-0.10655239646959516,-0.44939660534050635,0.07374055777264124,0.00812983291133551,0.5492487200134115,-0.5183093775255709,-0.24538310191385865,-0.5975160789480477,-0.1578851684997486,-0.43571432750624933,-0.2456988367214315,-0.5637259705713374,-0.1308827360694047,-0.3610528274894286,-0.30565958712550045,-0.05965097935286967,-0.5191467791944568,0.11816217535756586,0.27139837446737264
39,0,0.7178679225397105,0.8585579199318937,-0.3243407984854686,-0.2309417521140148,-0.6038895858144068,0.3270876365745016,-1.0902090109476517,-0.21174359591423508,-0.44108645555357456,-0.48391122135269543,-0.2779228193880985,-1.1120341161615548,0.09277009633151731,-0.16901347339916067,-0.341986413795332,-0.19341505931630182,-0.5982415064758309,-0.15861209967998963,-0.4597393644073106,-0.2025680591440553,-0.6119008892985809,-0.15061433344780764,-0.3610528274894286,-0.33417754412048095,-0.12181022676061079,-0.459858045497747,0.05891399096344761,0.20444053345081636
40,0,-0.37456783100634405,-1.4572109958188348,-1.1803452812703283,0.2379288591418715,-0.6038895858144068,-0.06766863277775714,-0.40199588627273786,0.07455801310573765,-0.681187339750016,-0.33354381174281134,-0.402955788311714,-0.5191467791944568,0.1774103597516991,-0.51615001481273,-0.29215601100200933,-0.4514318322129382,-0.6681934466549811,-0.13753109545297873,-0.4757560556748063,-0.19325960884204635,-0.6394294142855765,-0.1200497022145961,-0.39306627871537814,-0.34374114181980725,-0.15288985046447975,-0.5191467791944568,-0.01726224611470398,0.10813131007083605
41,0,0.4687159085728792,-0.9268938359782799,-0.3523215745571268,-0.03830498934997298,-0.283555760464495,-0.4726593239279944,-0.8837450735451726,0.07842695376816615,-0.2810191994238268,-0.3053139149195088,0.10074845792344647,-0.5191467791944568,0.09277009633151731,0.5238484852758437,-0.09091784587513094,-0.49382681433199627,-0.6707842592542089,-0.12444633420862757,-0.4757560556748063,-0.22269575534682612,-0.6359883486622027,-0.09722295230624599,-0.40106964152168356,-0.31441661634415874,-0.18289776300614874,-0.5191467791944568,-0.021494259285711567,0.14736056149887033
42,0,-0.010422579824471123,-0.04556445859283943,-1.3140312113904782,-0.1473446663862535,-0.283555760464495,-0.22362172684287548,-0.22994260510402165,-0.02216550345506276,-0.44108645555357456,-0.2390600754361868,-0.020712140459502502,0.07374055777264124,-0.24579095734914974,0.019371600904521905,-0.08708473796795563,-0.41602670377658946,-0.6948270001750421,-0.11826741917657455,-0.443722673139815,-0.21899186936277934,-0.5878134299349617,-0.07362241426541016,-0.409073004327989,-0.30226047709982984,-0.23809088785957416,-0.459858045497747,-0.05958237782478586,0.14947724772700183
43,0,-0.16374689611148377,0.24010782235277037,0.012464839414143593,-0.35088539685391096,-0.12338884778953907,0.12873479506048852,-0.5396385112077158,-0.09954431670372069,-0.12095194329407902,0.19706302446684834,-0.40831434412274564,-0.5191467791944568,0.3890110183021085,-0.6699625473902717,-0.06983575238564492,-0.35205434724567974,-0.5867382985352582,-0.14770813197636162,-0.4116892906048239,-0.1857543661901511,-0.5155510518440964,-0.06278938041060157,-0.3930662787150142,-0.25450010063752754,-0.28989026069936,-0.4005693118010372,0.008129832911347551,0.028755576515907676
44,0,-0.9303684775472008,0.1869241530278003,-0.4134647518988941,-0.2672883111261083,-0.6839730421537057,-0.09934660500970938,-0.40199588627273786,-0.08406855405396271,-0.040918315231024883,-0.17107787492293297,0.031087232380289695,-0.5191467791944568,0.1774103597516991,-0.16195785263873907,-0.10433372355024458,-0.30251755810298053,-0.5892254786305146,-0.15097932228744632,-0.451731018773745,-0.13969946809905276,-0.6015776924284595,-0.05195634655578858,-0.3850629159087088,-0.23001498604587667,-0.2877468383749538,-0.459858045497747,0.11393016218655827,0.06276366858121744
45,0,-0.4512299891498504,0.06232241346641913,0.23009309774926823,0.0707346876862662,-0.12338884778953907,0.16138747413036877,-0.12671063640278216,-0.24269512121370707,-0.6011537116833223,0.061098623440288276,-0.7905579919749571,0.6666278947397393,-0.20347082563907387,-0.6248065745234732,-0.13691514076125655,-0.2791167435999848,-0.5653900027176195,-0.12917138688019433,-0.43571432750624933,-0.12386048198306779,-0.5189921174674728,-0.07439620239789586,-0.4330830927476331,-0.1884190972572354,-0.35776530097218356,-0.34128057810432744,0.05044996462143243,-0.03869615795388314
46,0,-0.9495340170830773,0.24770548939922427,-0.6155481346386662,-0.1328060427813913,-0.36363921680379385,-0.36592892517726716,-1.12461966718139,0.05134436913112268,-0.7612209678167097,-0.07889861998963815,0.18469916562930128,-0.5191467791944568,0.4736512817222903,-0.16195785263873907,-0.3074884426307106,-0.1754845650867279,-0.561141070054885,-0.09718641494955949,-0.40368094497125817,-0.1248839241628745,-0.5499617080778446,-0.0716879439341959,-0.48110326958692146,-0.17078981475124447,-0.26488366691463694,-0.2819918444076176,0.09700210950252791,-0.12590363055289705
47,0,-0.2787401333269612,-0.8083702300540342,-0.5865310335273177,-0.18005656949710044,-0.283555760464495,-0.5569714654069972,-1.0557983547138887,-0.02216550345506276,-0.20098557136077266,-0.3790573188661132,-0.12073851559842033,-0.5191467791944568,0.1774103597516991,0.7679729635870073,-0.27874013332687403,-0.22152642738807068,-0.5916090262218043,-0.1233559374382577,-0.37965590806983274,-0.1479844762212727,-0.6325472830388313,-0.06975347360298165,-0.4410864555546664,-0.18392535857923453,-0.2154063349262907,-0.34128057810432744,0.11393016218656427,-0.04434065456223296
48,0,-0.6620509240447107,-0.8053311632354665,-1.2373431584533348,-0.1764219135958952,-0.6038895858144068,-0.10129601868556547,-0.6428704799089552,-0.07633067272910571,-0.5211200836202682,-0.23848395509289366,0.05966619670568572,-0.5191467791944568,0.8122123354029573,0.546426471709243,-0.2634077016981509,-0.2447752885501347,-0.5781368007058203,-0.12153860948765098,-0.3956725993373283,-0.12702827920628074,-0.6497526111557054,-0.055438393151983026,-0.40907300432871685,-0.1971185144415644,-0.16450005472167148,-0.4005693118010372,0.19433841243572644,-0.044622879392649806
